score,review
3,"치킨과 떡볶이는 정말 맛있습니다. 그러나 맥주잔을 처음 가져다 주셨을 때 맥주잔이 네 잔 다 더러웠고, 맥주잔 바꿔달라니까 잔을 씻어온 직원분 표정도 굉장히 안 좋았습니다. 그정도는 이해할 수 있었어요. 그런데 저희가 계산할 때 주문내역을 확인하니 주문하지도 않은 메뉴가 더 찍혀있었습니다. 저희측에서 계산대 화면을 확인하지 않고 그대로 결제했으면 돈을 더 ..."
4,치킨은 괜찮은데 동봉된 나무젓가락에서 심한 악취가 나서 처음엔 치킨이 썩은 줄 알았어요. 치킨이 잘아서 뼈 부스러기가 많이 씹혔습니다.
5,여기 치킨 정말 맛있어요 깨끗한 기름 쓰는 티가 날정도로 튀김옷이 바삭바삭하고 느끼함도 없어요
5,일하시는 분들도 친절하고 치킨 정말 맛있어요 치맥은 역시 노랑통닭이죵 ㅋㅋㅋ
5,반반치킨 맛도 좋고 양도 넉넉해서 가성비 진짜 좋았어요 감자튀김도 정말 맛있네요
5,치킨은 역시 노랑통닭 순살3종이 최고네용 취향저격~~~
5,순살 3종세트 맛나요 메뉴도 다양하고 하나같이 다 맛있더라구요 완전 굳굳
5,친절하고 치킨메뉴도 다양하고 맛있어서 좋았어요
5,양도 많고 고소하고 맛있었어요 친절하셔서 더 기분 좋았네요 번창하세요~!
5,알싸한 마늘치킨이 짱 맛있었어요 자주 가는곳인데 친절하고 좋아요
5,매장에서 먹어도 맛있고 양도 많아서 넘 쪼아용
5,노랑통닭 메뉴들은 전반적으로 다 맛있음
5,치킨이 맛있는건 당연하고 떡볶이도 매력있어요 꼭 먹어봐야해요 ㅋㅋㅋㅋ
5,여기는 자주 가는데 정말 맛있어요~! 후라이드에 소금 꼭 찍어드세요 ㅎ
5,맛있고 친절굿
5,가게 위생상태도 좋고 친구랑 만나서 치킨에 한잔 하기 좋아요 ^^
5,순살3종이 다른 지점들보다 더 맛있어요!
5,반반치킨 먹었는데 이렇게 바삭한 치킨은 처음이였어요 맛있고 정말 좋았네요
5,여러 브랜드 치킨들 다 먹어봤지만 가성비도 좋고 맛도 좋은건 노랑통닭뿐~!
5,맛도 가격도 모두 별 5개만점인곳이였습니다
