score,review
1,바쁜 건 알겠는데 주문한 것도 빼먹고 안 갖다줘놓고 미안하다는 말 한마디 없이 '결제금액에서 뺄까요? 어떻게 하실래요.' 이러는 건 좀 아니지 않나? 기다리는 손님들한테 짜증이나 내고ㅋ 솔직히 그냥 bhc가 먹고싶은 거지 딱히 '여의도'점에서 먹고싶던 것도 아니었는데 기분 개같다. 다시는 여기서 안 시킴. 치킨 좀 먹으려다 기분 다 버렸네. 그딴식으로 장사...
1,맛쵸킹 소스도 묻어있는둥 마는둥.. 심지어 닭다리도 한개.. 제 돈주고 먹으면서 기분나쁘네요.
5,
5,양도 많고 존맛입니다~ 마니파세요~^^
3,색 보이시죠? 분명 신선하진 않네요.  간장치킨은 양념 대충 뭍어있어요. 그렇게 바쁜 시간은 아니었는데.  동물복지라해도 맛이 있어야하는데 딱히 그렇진 않네요.  그래도 어머니와 딸이 일하는 모습은 좋아보였습니다. 분발하세요~  
5,
2,닭도리탕이 너무 다네요;
5,사장님과 사모님 모두 친절하시고 닭볶음탕이 칼칼하니 맛 있습니다~^^ 10여년째 단골집입니다~^^
4,
5,맛있어요 역시 닭도리탕은 국물!ㅋ 또 갈게요 제 지정석 테이블 있음 두번째 갔어요ㅋㅋㅋ두번갈때마다 맛있고 재밌게 먹었습니다
5,맛도 최고 서비스도 좋습니다.
1,
3,"3색치킨 + 버드와이저 생맥 먹었어요 생맥은 바닐라 향이 나더라구요.. 맛있었어요 3색치킨, 국물치킨 등 신기한메뉴가 많네요 국물치킨 궁금해서 담에 한번 먹어보고 싶었어요 근데 닭 자체는 엄~~청 맛있지는 않았어요ㅠㅠ 소스도 저에게는 살짝쿵 자극적인 맛이었네요"
1,저번에는 샐러드가 신선하지 않더니 이번에는 감튀가 여러번 튀긴건지 상태가 별로네요 ㅠㅠ 설마 남들이 먹던 남은거 다시 튀겨준건 아니겠죠..? 그정도 생각이 들정도 상태예요 ㅠ 후라이드는 보통..
4,"3색치킨 먹었었습니다!  2명이서 치킨만 21,000원이라 조금 비싼가 싶다가도 여의도 물가 고려하면 그래 높진 않은 것 같기도 하고요  순살이었지만, 조금 퍽퍽해서 4.0 드렸습니당"
1,기름을 자주 갈아주시는게 좋을 것 같습니다. 치킨과 튀김 모두 거뭇거뭇하고 간이 짜네요 ㅠㅠ
3,
3,
3,"친절,옛날맛 아님"
4,
5,
1,불친절..5분 거리도 멀어서 배달안한다고 뚝 끊어버림. 배짱장사ㅋㅋ
5,조아여 포장하는데 스티커까지 붙어서 봉해놔서 믿음이 가요! 순한맛 시켰는데 제가 매운걸 정말 심각하게 못먹어서 살짝 매콤한 수준인데 맛나요!! 햇반 시켰는데 그것도 데워서 보내줬네요 대박대박 ㅜㅠㅜ
2,양념이 치킨과 따로 논다..
5,사장님도 친절하시고 맛도 최고최고^^!!!!!
3,
5,존맛탱  맛있고 사장님도 정말 친절하심
5,사장님 천철하시고 치킨 기름지지 않고 맛있습니다~
5,모든 메뉴가 맛있습니다! 피자돈가스는 꼭 드세요!
3,
3,가성비 좋음 떡볶이 같이먹기 좋음
5,네네치킨은 지점별로 맛이 상이한 편인데 양념도 푸짐하고 치킨도 바삭하고 굉장히 맛있는 네네치킨 지점입니다!:-)
1,"주문예약 받으시는 직원분도 친절하시고, 배달 오셨던 분도 굉장히 친절해서 기억에 남네요 ~ 저는 치킨중에서 네네치킨이 제일 양도 많고 맛도 좋아서 자주 먹어요 !!"
5,"주문예약 받으시는 직원분도 친절하시고, 배달 오셨던 분도 굉장히 친절해서 기억에 남네요 ~ 저는 치킨중에서 네네치킨이 제일 양도 많고 맛도 좋아서 자주 먹어요 !!"
5,일끝나고 먹는 치맥~굿굿 팀원들이랑 자주가는데 맛있네요~
5,"양념치킨 핵존맛, 역시 네네치킨임 ㅋㅋㅋㅋ퇴근후 회사로배달시키는 꿀맛"
1,한강공원에서 먹으려고 미리 전화하고 가게로 직접 픽업갔는데요 양념반 스노윙반 순살로 시켰는데 스노윙은 없고 후라이드가 있었어요 그걸 한강공원 가서 봐서 짜증났지만 전화해서 말했는데요. 스노윙 시킨거 맞냐고 몇번을 되물어보더라고요. 주문서에도 스노윙반양념반이라고 나와 있었는데ㅡㅡ 그래서 소스 갖다주겟다해서 한강공원 픽업하는데에서 기사 만났는데요. 기사분 소스...
5,여의도 한강 갈때는 여기죠 제일 빠르고 따끈따끈해요 맛도 다른지점보다 나은듯합니다
5,신속배달!! 전단지 나눠주는곳만 주문해서 기다렸는데 맛도 별로고 언제오는지 기다리기만했는데 차라리 전화로 주문하니까 훨씬편하더라구요^^ 다음에도 또시켜먹을께요~
5,회사 근처에 있어서 일주일에 한번은 꼭 가는게 같아요 ㅎㅎ 치킨 좋아하는데 정말 네네가 짱인듯  퇴근 후 치맥맛집 최고!
1,와 대단하다 대단해ㅋㅋㅋ배달시키고 1시간 뒤에 전화했을땐 아네 하고 짜증내면서 끊으시더니 1시간 20분 전에 배달 시켰는데 맘대로 주문취소해놓고 전화도 안받으시네요? 분명 도착5분전까지는 배달 앱에 나오더니 갑자기 취소하고 말도 없으시면ㅋㅋ진짜 노답이네요
1,"배달이 너무 느리다는 리뷰가 많았는데, 그게 전 주말에 사람 많을 때 말하는 줄 알았죠;; 평일이고 주말이고 똑같네요 후.."
1,4시 11분에 시켰을때 한시간 걸린다 했는데  두시간이 넘도록 연락도 안오고 기다리기라고만하고  전화도 엄청 햇는데 끊어버리고 안받고  계속 기달리라고만하고 결국 못받았어요  별한개도 아까워요 
5,한강 갈때마다 여기에서만 시켜먹는데 다들 친절하시고 치킨은 기가 막힙니다
1,
2,
1,김치찜이래서 갔더니 딱 한덩이줌ㅋㅋ
4,
1,"안익어서 좀 더 익혀달랬더니 인상쓰고 다시갖다줄때 말없이 놓고가고,   일부러 그러는지 포크 젓가락 소리내며 닦고,다른안주 시키려니 없고,  도착해서는 된장찌개 냄새 안빠지고 ...   5번정도 2차로  가봤는데, 다시는 안갑니다!!!"
5,
3,
3,
