score,review
5,"길 가다가 보이길래 사먹어봤는데 너무 맛있어서 종종 지나갈때 사먹고 있어요! 사장님 사모님 두 분다 친절하시고, 가격대비 푸짐한 양이 대박적... 닭강정만 먹어봤는데 맛있게 매워요! 먹다 남은 닭강정 냉장보관 했다가 데우지 않고 그냥 먹어도 맛있어요. "
5,사장님 내외분 친절하세요 꽉 차게 담아주세요 ^^
1,
5,"사장님이 자주 바뀌시는 느낌이지만, 맛은 한결같이 맛있어요. 양도 엄청 많구!! 근데 가끔씩 너무 매울때가 있더라구요."
5,"일단 푸짐합니다! 맛도 좋고, 무엇보다 사장님이 참 친절하시네요!"
5,닭강정 legend
5,박스 터지도록 꽉 꽉 담아쥬셨어요!!! ㅜㅜ넘 바삭하고 맛있어요 사장님 번창하세요~~~~ 단골될게욤!!
5,가성비+맛 모두 잡아버릠..... 일주일에 한번은 닭강정 조지는 중입니다 양념반후라이드반도 말하면 해주심
5,양도 많고 너무 맛있어요~!
2,너무 딱딱해요 양념도 매운맛만 강하고..
5,엄청 바삭하고 맛있어요! 
5,항상 뚜껑이 간신히 닫힐만큼 많이 주세요ㅠㅠ 넘넘 맛있고 양도 최고!
5,맛도 가격도 가성비 대박
5,살꽉차있고 진짜 맛나용 나는후라이드파 ㅎ
5,닭강정 이렇게 잡내없고 맛있는집 못봤다. 가격까지 완벽
5,가격도 착하고 맛도 있어요!
5,맛있는 깐부치킨 점에서 하나이다
5,오징어게임보고 먹으러왔어용
5,맛있어요
1,불친절함 먹고 다음날 장염증상을 호소하는 일행이 두명이나 나옴 다른 깐부치킨 지점보다 맛이없음
4,예술의 전당에서 공연 보고.. 배고픈 배를 채우기 위해 다녀왔는데.. 맛있게 잘 먹었네용^^
1,주문하고 결제도 완료인데 2시간동안 연락도안되고 배달도 없음
1,진짜 불친절.. 이래서 치킨 시켜먹겠나요? 무서워서 딴 지점에서 시킵니다
1,불친절끝판왕 ㅋㅋㅋ 온라인주문전에 미리전화해서 순살변경 문의했는데 저희는안되요 그대로키던지 딴집시키세요 바빠요ㅋㅋㅋ 이집 도대체 왜바빠요?? 내일 굽네본사에 따로전화해야겟내요 교정때문에 뼈있는건 불편해서그런건대 배째라마인드 최고시내요 
1,아직도 여기서 시켜먹는 흑우 없지??
1,"사실 펙트만을 알립니다!! 세상 주문 받는데 이런 싸가지 없는 사장은 처음 이네요,얼굴은 보이지 않아도 그 사람의 인격이 나타납니다. 전화 주문 하는데 빡쳐서 주문 안하고 끊어 버렸네요 무조건 믿.거 입니다! 닭을 어떻게 조리 할지 심히 우려가 되네요.. 본사 연락 합니다!  안그래도 요즘 바이러스로 세상 힘든데 그따구로 장사 하지마세요.!"
1,정말 불친절.
1,진짜 별루에요 불친절하구요ㅎ
